AssignmentId,Answer.box1.on,Answer.box10.on,Answer.box11.on,Answer.box12.on,Answer.box2.on,Answer.box3.on,Answer.box4.on,Answer.box5.on,Answer.box6.on,Answer.box7.on,Answer.box8.on,Answer.box9.on,Answer.sentence1,Answer.sentence2,Answer.sentence3,Answer.sentence4,Answer.sentence5
3YGXWBAF7B2GRG7NUHW3L6RSGMT4CQ,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3YHH42UU5M0SVWJSOT20CMR2UN50L9,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3YHH42UU5M0SVWJSOT20CMR2UYW0LM,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3YMTUJH0D31XDX9YG3RTAGRW48ST4X,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3Z2R0DQ0JSZLL0CEMUJAIFUXILUE2K,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3Z3ZLGNNSTFZ3LY2ZLSFV6O37H9Q34,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3Z4XG4ZF4JC5DF5KXGI3GVS7KT08XX,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3Z7EFSHGNKZ7PIVXESY8IHOQAIKXCN,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3Z7EFSHGNKZ7PIVXESY8IHOQAMDCX3,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3ZPPDN2SL6HWLKXD73YPS22BNQN9EN,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
3ZV9H2YQQOS4NIUOBURLNV6PU2G3WE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,The tub leaked water.,It annoys me that Fido barks.,I'll work on it if I can.,An evil thought struck Dave.,John lay the ball in the box.
